Source,Target
8447,15349
8448,15413
8449,15396
8449,15356
8450,15345
8451,15345
8451,15352
8452,15342
8453,15351
8453,15352
8454,15342
8455,15413
8456,15341
8457,15358
8458,15374
8459,15345
8459,15341
8460,15356
8460,15355
8461,15374
8462,15349
8463,15345
8463,15365
8464,15342
8464,15545
15222,15359
8466,15363
8467,15359
8468,15513
8469,15345
8470,15358
8471,15363
8472,15345
8473,15427
8474,15342
8475,15407
8475,15543
8476,15453
8477,15407
8478,15407
8479,15542
8480,15453
8481,15358
8482,15407
8483,15345
8484,15354
8484,15358
8485,15354
8486,15414
8486,15345
8487,15356
8488,15358
8488,15444
8489,15358
8490,15358
8490,15361
8491,15362
8491,15410
8492,15407
8493,15353
8494,15345
8495,15407
8495,15543
8496,15557
8496,15352
8497,15353
8498,15345
8499,15483
8499,15412
8500,15353
8500,15352
8501,15467
8502,15345
14680,15400
8504,15345
8505,15466
8506,15414
8506,15376
8507,15414
8507,15511
8508,15345
8508,15352
8509,15353
8510,15345
8511,15395
8512,15399
8512,15538
8513,15542
8514,15353
8515,15345
8516,15341
8517,15414
8518,15354
8518,15414
8519,15345
8520,15419
8521,15535
8522,15354
8523,15345
8524,15407
8525,15345
8526,15362
8527,15345
8528,15354
8529,15356
8529,15345
8530,15414
8530,15351
8531,15362
8532,15354
8533,15362
8533,15391
8534,15558
8535,15342
8536,15354
8537,15362
8538,15419
8539,15358
8539,15361
8540,15399
8541,15354
8541,15351
8542,15362
8542,15430
8543,15341
8544,15388
8544,15342
8545,15414
8545,15408
8546,15362
8546,15349
8547,15342
8547,15341
8548,15342
8548,15341
8549,15345
8549,15351
8550,15410
8550,15345
8551,15351
8551,15356
8552,15342
8553,15460
8554,15345
8554,15365
8555,15351
8555,15342
8556,15376
8556,15342
8557,15342
8558,15356
8558,15376
8559,15410
8559,15341
8560,15399
8561,15362
8561,15345
8562,15442
8563,15345
8564,15559
8565,15358
8565,15365
8566,15371
8566,15345
8567,15345
8568,15358
8568,15361
8569,15345
8570,15362
8570,15352
12360,15354
8572,15412
8572,15371
8573,15345
8574,15412
8575,15345
8576,15483
8576,15412
8577,15412
8578,15345
8578,15412
8579,15412
8579,15414
8580,15414
8580,15511
8581,15345
8581,15365
8582,15354
8583,15358
8584,15358
8584,15345
8585,15414
8585,15412
8586,15365
8587,15430
8588,15362
8588,15345
8589,15362
8589,15345
8590,15342
8591,15342
8592,15342
8593,15356
13638,15342
8595,15342
8596,15342
8597,15341
8597,15356
8598,15342
12478,15342
8600,15342
8601,15342
8602,15342
8603,15342
8604,15342
8604,15341
8605,15342
8606,15356
8607,15342
8608,15352
8609,15342
8610,15378
8611,15378
8612,15378
8613,15552
8614,15360
8615,15403
8616,15378
8617,15357
8618,15378
8619,15383
8620,15391
8621,15377
8622,15453
8623,15378
8624,15357
9455,15404
8626,15476
8627,15378
8628,15378
8629,15360
8630,15362
8631,15378
8632,15552
8633,15429
8634,15378
8635,15378
8636,15391
8637,15378
8638,15378
8639,15533
8640,15357
8641,15378
8642,15476
8643,15378
8644,15378
8645,15479
8646,15345
8647,15345
8648,15374
8649,15374
8650,15365
8650,15345
8651,15356
8651,15355
8652,15351
8652,15455
8653,15341
8654,15393
8655,15341
8656,15345
8656,15352
8657,15345
8658,15365
8659,15345
8660,15356
8661,15352
8661,15355
8662,15352
8663,15354
8663,15382
8664,15342
8664,15352
8665,15345
8666,15356
8667,15352
8667,15350
8668,15367
8668,15342
8669,15349
8669,15350
8670,15376
8670,15385
8671,15352
8671,15432
8672,15365
8672,15342
8673,15355
8673,15406
8674,15346
8675,15342
8676,15359
8677,15405
8678,15362
8679,15366
8679,15365
8680,15342
8681,15351
8681,15352
8682,15546
8682,15352
8683,15345
8683,15342
8684,15374
8684,15459
8685,15376
8685,15356
8686,15351
8686,15352
8687,15483
8687,15393
8688,15361
8689,15362
8690,15483
8690,15560
8691,15342
8692,15342
8693,15342
8694,15342
8694,15391
8695,15342
8696,15356
8697,15342
8698,15342
8699,15408
8699,15374
8700,15342
8701,15342
8702,15342
8703,15342
12946,15342
8705,15342
8705,15341
8706,15342
8707,15342
8708,15342
13014,15342
8710,15342
8711,15342
8712,15342
8713,15358
8713,15361
8714,15358
8714,15361
8715,15404
8716,15480
8717,15341
8717,15385
8718,15344
8719,15341
8719,15355
8855,15344
8855,15350
8721,15342
8722,15342
8723,15374
8724,15341
8725,15342
8726,15412
8726,15561
8727,15341
8728,15533
8729,15391
8730,15423
8731,15359
8732,15391
8733,15528
8734,15359
8735,15346
8736,15362
8737,15341
8737,15342
8738,15341
8739,15343
8739,15365
8740,15342
8740,15350
8741,15341
8741,15342
8753,15356
8753,15342
8743,15346
8743,15352
8744,15342
8744,15350
8745,15347
8745,15349
8746,15341
8746,15355
8747,15341
8747,15346
8748,15341
8748,15342
8749,15341
8749,15350
8750,15342
8750,15341
8751,15346
8751,15350
8752,15346
8752,15345
8753,15342
8753,15341
8754,15437
8754,15342
8755,15341
8755,15342
8756,15341
8756,15357
8757,15341
8757,15342
8758,15341
8759,15342
8759,15350
8760,15342
8760,15389
8761,15341
8761,15389
8762,15347
10802,15341
8764,15341
8764,15346
8765,15341
8765,15350
8766,15341
8767,15341
8768,15341
8768,15344
8769,15341
8769,15346
8770,15341
8771,15406
8771,15388
8772,15341
8773,15342
8774,15341
8775,15341
8775,15350
8776,15341
8776,15348
8777,15342
8778,15342
8778,15350
8779,15345
8779,15347
8780,15358
8780,15361
8781,15358
8781,15361
8782,15354
8783,15511
8784,15419
8785,15345
15318,15345
15318,15487
8787,15412
8788,15511
8788,15351
14817,15345
8790,15345
8791,15412
8792,15358
8792,15361
8793,15345
8794,15358
8794,15361
8795,15511
8796,15345
8797,15345
8798,15364
8799,15489
8800,15489
8800,15345
8801,15433
8802,15489
8802,15345
8803,15489
8803,15345
8804,15341
8805,15489
8805,15345
8806,15341
8807,15483
8808,15353
8808,15345
8809,15371
8809,15345
8810,15345
8810,15412
8811,15419
8811,15345
8812,15483
8812,15412
8813,15412
8813,15414
8814,15358
8814,15361
8815,15483
8816,15483
8817,15359
8818,15358
8818,15361
8819,15371
8820,15412
8820,15487
8821,15354
8821,15345
8822,15412
8822,15345
8823,15341
8823,15356
8824,15480
8825,15360
8826,15360
8827,15404
8828,15383
8829,15359
8830,15360
8831,15562
8832,15360
8833,15378
8834,15404
8835,15533
8836,15360
8837,15533
8838,15359
8839,15533
8840,15377
8841,15528
8842,15360
11908,15362
8844,15533
8845,15360
8846,15362
8847,15403
8848,15342
8848,15468
8849,15362
13881,15399
8851,15341
8852,15342
8853,15342
8853,15356
8854,15343
8854,15365
8855,15359
8855,15350
8856,15354
8856,15349
8857,15356
8858,15342
8858,15355
8859,15344
8859,15345
8860,15356
8860,15342
8861,15348
8861,15365
8862,15341
8863,15341
8863,15342
8864,15342
8864,15352
8865,15342
8865,15350
8866,15344
8866,15352
8867,15359
8867,15357
8868,15345
8868,15350
8869,15345
8869,15356
8870,15345
8870,15356
8871,15346
8871,15355
8872,15346
8872,15354
8873,15356
8873,15350
8874,15341
8874,15349
8875,15346
8875,15341
8876,15341
8876,15352
8877,15359
8877,15362
8878,15359
8879,15351
8879,15354
8880,15357
8880,15341
8881,15374
8881,15348
8882,15346
8882,15350
8883,15348
8883,15342
8884,15352
8884,15470
8885,15356
8885,15349
8886,15362
8886,15356
8887,15344
8887,15355
8888,15348
8888,15350
8889,15342
8889,15341
8890,15342
8890,15354
8891,15342
8891,15355
8892,15354
8892,15345
8893,15345
8893,15350
8894,15391
8894,15342
8895,15358
8896,15345
8897,15388
8897,15357
8898,15342
8898,15341
8899,15376
8899,15356
8900,15344
8900,15355
8901,15364
8902,15352
8902,15345
8903,15342
8903,15355
8904,15348
8904,15350
8905,15341
8906,15359
8907,15391
8907,15341
8908,15348
8909,15391
8909,15342
8910,15357
8910,15362
8911,15342
8911,15350
8912,15345
8912,15349
8913,15348
8913,15342
8914,15356
8914,15348
8915,15348
8915,15342
8916,15356
8916,15350
8917,15345
8917,15349
8918,15341
8918,15470
8919,15354
8919,15356
8920,15362
8920,15349
8921,15346
8921,15355
8922,15356
8922,15350
14274,15342
14274,15350
8924,15345
8924,15348
8925,15350
8926,15346
8927,15376
8927,15350
8928,15342
8928,15370
8929,15345
8929,15348
8930,15341
8930,15356
8931,15348
8931,15374
8932,15342
8932,15350
8933,15344
8933,15355
8934,15341
8934,15350
8935,15341
8935,15357
8936,15342
8937,15342
8937,15350
8938,15342
8939,15345
8939,15348
8940,15341
8940,15385
8941,15362
8942,15342
8942,15349
8943,15359
8944,15342
8944,15349
8945,15434
8945,15342
8946,15342
8946,15381
8947,15346
8947,15348
8948,15385
8949,15346
8949,15348
8950,15399
8951,15376
8952,15356
8952,15350
8953,15342
8954,15356
8954,15359
8955,15376
8955,15342
11999,15441
8957,15344
8958,15341
8958,15381
8959,15342
8960,15362
8960,15365
8961,15342
8962,15342
8963,15342
8964,15342
8965,15341
8966,15342
8966,15380
8967,15342
8968,15342
8969,15342
8970,15341
8970,15342
8971,15346
8972,15341
8973,15342
8974,15344
8975,15346
8976,15342
8977,15342
8978,15347
8978,15409
8979,15406
8980,15346
8980,15350
8981,15341
8981,15346
8982,15342
8982,15354
8983,15351
8983,15354
8984,15346
8985,15368
8986,15341
8986,15409
8987,15342
8988,15341
8989,15341
8989,15359
8990,15342
8990,15361
8991,15344
8991,15347
8992,15342
8992,15349
8993,15347
8994,15342
8994,15341
8995,15359
8996,15342
8996,15356
8997,15342
8998,15434
8998,15342
8999,15346
9000,15342
9001,15342
9002,15347
9003,15341
9003,15385
9004,15346
9005,15352
9005,15342
9006,15355
9006,15346
9007,15352
9007,15342
9008,15341
9008,15347
9009,15366
9009,15368
9010,15341
9011,15342
9011,15346
9012,15342
9013,15347
9014,15354
9015,15341
9016,15347
9017,15409
9017,15355
9018,15346
9019,15346
9020,15342
9021,15346
9021,15342
9022,15385
9022,15342
10689,15342
10689,15348
9024,15355
9024,15342
9025,15406
9025,15347
9026,15341
9026,15346
9027,15346
9028,15342
9029,15346
9030,15341
9031,15341
9031,15345
9032,15346
9032,15341
9251,15358
9034,15342
9035,15342
9036,15346
9036,15391
9037,15342
9038,15346
9038,15359
9039,15368
9039,15342
9040,15341
9040,15350
9041,15341
9042,15342
9043,15341
9043,15359
9044,15342
9044,15346
9045,15342
9046,15347
9047,15346
9048,15346
9048,15347
9049,15341
9050,15346
9050,15344
9051,15342
9051,15365
9052,15341
9053,15346
9053,15350
9054,15347
9055,15342
9055,15391
9056,15346
9057,15348
12841,15341
9059,15341
9060,15347
9061,15347
9061,15359
9062,15358
9062,15361
9063,15345
9064,15399
9064,15563
9065,15358
9065,15361
9066,15358
9066,15361
9067,15365
9067,15345
9068,15345
9068,15564
9069,15358
9069,15361
9070,15345
9070,15564
9071,15358
9071,15418
9072,15354
9073,15345
9074,15399
9075,15341
9075,15406
9076,15342
9077,15342
9078,15342
9078,15341
9079,15342
9080,15342
9081,15342
9082,15342
9083,15342
9084,15495
9084,15501
9085,15342
9085,15374
9086,15342
9672,15342
9088,15341
9089,15374
9090,15342
9090,15355
9091,15342
9092,15358
9093,15429
9093,15345
9094,15395
9095,15412
9096,15487
9096,15345
9097,15412
9098,15530
9099,15351
9100,15412
9101,15399
9101,15360
9102,15400
9103,15345
9103,15487
9104,15399
9104,15352
9105,15399
9105,15352
9106,15353
9106,15352
9107,15429
9108,15412
9108,15463
9109,15356
9109,15345
9110,15412
9110,15487
9111,15345
9112,15345
9113,15511
9114,15412
9115,15351
9115,15412
9116,15412
9117,15412
9118,15412
9119,15429
9120,15366
9120,15365
9121,15511
9121,15365
9122,15511
9122,15487
9123,15399
9123,15378
9124,15362
9125,15345
9126,15345
9127,15447
9127,15487
9128,15487
9129,15358
9129,15361
9130,15414
9131,15412
9132,15483
9132,15365
9133,15511
9134,15447
9135,15353
9136,15412
9137,15511
9138,15419
9139,15345
9139,15366
9140,15412
9141,15366
9142,15345
9142,15487
9143,15345
9143,15561
9144,15488
9145,15358
9145,15361
9146,15447
9147,15561
9147,15565
9148,15487
9149,15345
9149,15412
9150,15511
9151,15345
9151,15352
9152,15345
9153,15407
9154,15491
9154,15454
9155,15395
9156,15412
9157,15412
9157,15487
9158,15489
9159,15362
9160,15412
9161,15345
9161,15537
9162,15414
9163,15511
9164,15511
9165,15342
9166,15362
9167,15399
9168,15412
9169,15511
9170,15412
9170,15487
9171,15345
9172,15511
9173,15412
9174,15412
9175,15412
9175,15353
9176,15345
9177,15412
9178,15511
9179,15483
9179,15412
9180,15362
9181,15511
9182,15354
9183,15354
9184,15412
9184,15487
9185,15487
9186,15412
9186,15487
9187,15487
9188,15366
9189,15412
9190,15412
9191,15412
9191,15351
9192,15447
9193,15430
9193,15362
9194,15487
9194,15352
9195,15412
9196,15447
9197,15351
9198,15412
9199,15511
9200,15353
9200,15352
9201,15412
9201,15487
9202,15487
9202,15561
9203,15561
9204,15487
9204,15354
9205,15475
9205,15471
9206,15363
9207,15412
9208,15354
9209,15345
9210,15412
9210,15345
9211,15414
9212,15363
9213,15488
9213,15412
9214,15490
9215,15342
9216,15483
9217,15412
9218,15483
9219,15353
9220,15447
9221,15412
9222,15362
9222,15487
9223,15365
9224,15511
9225,15488
9225,15561
9226,15511
9226,15487
9227,15384
9228,15345
9229,15362
9230,15412
9231,15447
9232,15362
9233,15487
9234,15361
9234,15345
9235,15511
9236,15351
9237,15511
9238,15365
9239,15407
9239,15368
9240,15487
9241,15345
9242,15358
9242,15483
9243,15345
9244,15412
9244,15352
9245,15412
9245,15352
9246,15440
9246,15566
9247,15345
9248,15490
9249,15345
9249,15487
9250,15419
9251,15358
13130,15419
13130,15349
9253,15345
9254,15419
9255,15361
9256,15407
9257,15419
9258,15371
13136,15429
9260,15349
9261,15465
9261,15393
9262,15489
9263,15489
9264,15366
9264,15438
9265,15419
9266,15419
11820,15366
9268,15360
9269,15371
9270,15358
9270,15413
9271,15429
9272,15360
9273,15345
9274,15489
9275,15489
9276,15489
9277,15489
9278,15358
9279,15341
9280,15451
9281,15345
9282,15419
9283,15419
9284,15399
9285,15407
9286,15354
9287,15414
9288,15414
9288,15429
9289,15489
9290,15489
9291,15419
9292,15429
9293,15358
9293,15474
9294,15475
9295,15371
9296,15444
9296,15358
9297,15399
9298,15489
9298,15345
9299,15343
9300,15366
9301,15345
9302,15489
9302,15345
9303,15479
9304,15360
9305,15362
9305,15345
9306,15354
9307,15376
9308,15358
14373,15358
9310,15489
9311,15383
9312,15454
9313,15489
9314,15393
9315,15429
9316,15489
9317,15366
9318,15366
9319,15408
9320,15343
9321,15366
9322,15489
9322,15345
9323,15345
9324,15346
9325,15354
9325,15341
9326,15347
9327,15347
9328,15346
9329,15403
9330,15342
9331,15349
9331,15405
9332,15342
9332,15341
9333,15424
9333,15437
9334,15349
9334,15350
9335,15346
9335,15341
9336,15348
9337,15398
9337,15407
9338,15407
9339,15376
9340,15418
9341,15407
9342,15407
9342,15398
9343,15362
9343,15430
9344,15543
9345,15429
9346,15354
9347,15398
9347,15407
9348,15383
9348,15341
9349,15429
9350,15511
9350,15414
9351,15388
9352,15362
9353,15567
9354,15483
9354,15567
13796,15447
9356,15414
9357,15412
9358,15429
9358,15359
9359,15412
9359,15345
9360,15429
9361,15412
9361,15352
9362,15345
9362,15356
9363,15442
9364,15438
9365,15358
9366,15351
9366,15487
9367,15354
9367,15412
9368,15354
9369,15371
9370,15511
9370,15465
9371,15345
9372,15412
9373,15358
9373,15361
9374,15483
9374,15352
9375,15371
9375,15345
9376,15358
9376,15474
9377,15399
9377,15345
9378,15345
9379,15414
9379,15412
9380,15371
9380,15352
9381,15361
9381,15345
9382,15371
9382,15345
9383,15345
9383,15414
9384,15399
9385,15345
9386,15345
9386,15352
9387,15371
9387,15352
9388,15356
9389,15567
9390,15364
9390,15341
9391,15412
9392,15354
9392,15412
9393,15483
9393,15488
9394,15361
9395,15371
9395,15345
9396,15412
9397,15413
9398,15412
9398,15345
9399,15412
9399,15352
9400,15354
9401,15483
9402,15567
9403,15414
9403,15412
9404,15371
9404,15351
9405,15483
9406,15483
9407,15487
9407,15349
14857,15412
9409,15483
9409,15371
9410,15345
9410,15354
9411,15483
9411,15490
9412,15483
9412,15366
9413,15365
9414,15351
9414,15412
9415,15358
9416,15371
9416,15352
9417,15511
9418,15345
9418,15412
9419,15480
9420,15379
9421,15359
9422,15360
9423,15552
9424,15359
9425,15391
9426,15414
9427,15477
9428,15360
9429,15360
9430,15476
9431,15378
9432,15359
9433,15527
9434,15377
9435,15377
9436,15383
9437,15359
9438,15533
9439,15538
9440,15494
9441,15360
9442,15362
9443,15533
9444,15562
9445,15414
9446,15354
9447,15360
9448,15568
9449,15357
9450,15538
9451,15552
9452,15403
9453,15378
9454,15408
9455,15404
9456,15527
9457,15533
9458,15348
9459,15342
9460,15461
9460,15408
9461,15467
9462,15467
9463,15362
9464,15353
9465,15343
9466,15419
9467,15467
9468,15353
13895,15413
9470,15356
9470,15467
9471,15353
9472,15530
9473,15408
9473,15414
15139,15343
9475,15362
9476,15362
9477,15356
9478,15467
9479,15468
10288,15353
13880,15354
9482,15343
9603,15356
9484,15362
9485,15414
9485,15408
9486,15356
9487,15400
9488,15366
9489,15399
9489,15360
9490,15351
9491,15356
9492,15353
9493,15408
9494,15354
9495,15351
9496,15467
12712,15400
9498,15356
9499,15342
9500,15342
9500,15408
9501,15450
9502,15342
9503,15343
9504,15342
9505,15342
9505,15352
9506,15342
14932,15374
9508,15408
9509,15342
9509,15352
9510,15349
9511,15342
9512,15342
9513,15358
9514,15374
9514,15356
9515,15351
9516,15429
9517,15351
9518,15342
9519,15374
9520,15342
9521,15342
9522,15374
9523,15342
9524,15354
9525,15356
9526,15345
9526,15348
9527,15355
9527,15348
9528,15388
9528,15341
9529,15346
9529,15349
9530,15382
9530,15352
9531,15374
9531,15382
9532,15427
9533,15342
9533,15341
9534,15356
9535,15345
9536,15356
9537,15393
9538,15345
9539,15355
9540,15351
9541,15345
9542,15345
9543,15408
9544,15351
9545,15391
9546,15358
9547,15345
9548,15342
9549,15569
9549,15419
9550,15345
9551,15374
9552,15341
9553,15342
9554,15345
9554,15374
9555,15345
9555,15352
9556,15361
9557,15399
9558,15418
9558,15556
9559,15354
9560,15354
9561,15358
9562,15354
9563,15362
9564,15358
9565,15358
9566,15450
9567,15354
9568,15350
9568,15342
9569,15352
9569,15350
9570,15348
9570,15385
9571,15356
9572,15350
9573,15344
9574,15406
9574,15355
9575,15345
9575,15355
9576,15346
9577,15342
9577,15370
9578,15470
9578,15356
9579,15349
9579,15352
9580,15374
9581,15350
9582,15350
9582,15352
9583,15348
9583,15374
9584,15344
9585,15344
9586,15344
9587,15388
9587,15350
9588,15354
9589,15407
9590,15352
9590,15470
9591,15362
9592,15342
9593,15356
9593,15354
9594,15344
9595,15350
9595,15352
9596,15356
9597,15362
9598,15344
9599,15357
9599,15470
14417,15352
9601,15362
9601,15356
9602,15344
9603,15374
9603,15381
9637,15374
9605,15341
9606,15355
9606,15349
9607,15359
9607,15355
9608,15342
9608,15355
9609,15356
9609,15374
9610,15359
9610,15356
9611,15355
9611,15374
9612,15348
9613,15342
9614,15344
9615,15467
9615,15400
9616,15348
9616,15355
9617,15342
9617,15350
9618,15348
9619,15365
9619,15366
9620,15348
9621,15359
9622,15350
9622,15356
9623,15355
9623,15342
9624,15355
9624,15352
9625,15355
9625,15345
9626,15342
9626,15356
9627,15356
9628,15355
9628,15374
9629,15349
9629,15342
14541,15362
14541,15430
9631,15350
9631,15381
9632,15349
9632,15350
9633,15362
9634,15344
9634,15352
9635,15385
9635,15342
9636,15470
9636,15374
9637,15349
9638,15354
9638,15374
9639,15374
9640,15344
9641,15350
9641,15391
9642,15349
9642,15350
9643,15348
9643,15350
9644,15342
9645,15349
9645,15342
9646,15342
9647,15349
9647,15366
9648,15359
9648,15350
11368,15356
9650,15348
9651,15345
9652,15348
9653,15342
9653,15350
9654,15342
9654,15350
9655,15362
9656,15356
9656,15374
9657,15345
9657,15352
9658,15374
9659,15354
9659,15355
9660,15374
9660,15385
9661,15345
9662,15348
9662,15349
9823,15570
9823,15571
9823,15470
9664,15356
9665,15467
9666,15348
9666,15356
9667,15362
9667,15345
9668,15345
9668,15349
9669,15352
9670,15341
9670,15409
9679,15365
9672,15359
9672,15355
9673,15342
9674,15348
9674,15356
9675,15343
9676,15345
9677,15398
9678,15345
9678,15352
9679,15413
9679,15343
9680,15408
9680,15393
9681,15385
9682,15342
9682,15350
9683,15391
9683,15341
9684,15362
9685,15359
9685,15355
9686,15352
9686,15350
9687,15345
9687,15356
9688,15342
9688,15349
9689,15358
9690,15342
9690,15391
9691,15344
9692,15356
9692,15350
9693,15365
9693,15349
9694,15359
9694,15342
9695,15362
9695,15348
9696,15355
9696,15349
9697,15349
9697,15342
9698,15342
9698,15391
9699,15355
9699,15348
9700,15351
9700,15362
9701,15376
9702,15341
9703,15350
9703,15349
9704,15344
9705,15342
9705,15355
9706,15374
9706,15470
9707,15470
9708,15356
9708,15374
9709,15385
9709,15374
9710,15374
9710,15352
14039,15344
9712,15358
9713,15347
9713,15374
9714,15374
9715,15352
9715,15374
9716,15354
9716,15349
9717,15351
9717,15354
9718,15374
9719,15385
9719,15349
9720,15348
9721,15342
9722,15348
9722,15374
9723,15393
9724,15356
9724,15348
9725,15350
9725,15374
9726,15350
9726,15374
9727,15470
9727,15350
9728,15350
9728,15346
9729,15346
9729,15350
9730,15344
9730,15349
9731,15346
9731,15355
9732,15354
9732,15348
9733,15342
9733,15350
9734,15344
9735,15572
9736,15344
9736,15349
9737,15346
9737,15350
9738,15350
9738,15342
9739,15350
9739,15341
9740,15344
9741,15343
9742,15362
9743,15573
9744,15345
9745,15342
9746,15344
9746,15362
9747,15356
9747,15470
9748,15349
9748,15350
9749,15342
9749,15350
9750,15374
9750,15457
9751,15345
9751,15349
9752,15341
9752,15342
11494,15376
9754,15355
9754,15352
9755,15362
9756,15358
9757,15343
9758,15341
9758,15342
9759,15414
9759,15408
9760,15346
9761,15349
9761,15348
9762,15354
9762,15356
9763,15352
9763,15350
9764,15342
9765,15359
9765,15349
9766,15359
9766,15341
9767,15344
9767,15350
9768,15348
9769,15356
9770,15352
9770,15388
9771,15376
9772,15342
9772,15341
9773,15413
9774,15348
9775,15356
9775,15350
9776,15356
9776,15348
9777,15349
9777,15348
9778,15362
9778,15356
9779,15470
9779,15349
9780,15348
9780,15345
9781,15341
9781,15352
9782,15342
9782,15352
9783,15348
9783,15356
9784,15374
9785,15348
9785,15356
9786,15385
9787,15355
9787,15342
9788,15356
9789,15348
9790,15346
9790,15356
9791,15358
9792,15346
9792,15350
9793,15374
9793,15385
9794,15349
9794,15350
9795,15342
9796,15376
9797,15348
9797,15350
9798,15348
9799,15341
9799,15342
9800,15434
9801,15359
9802,15342
9802,15350
9803,15359
9803,15437
9804,15342
9804,15352
9805,15341
9805,15352
9806,15385
9806,15374
9807,15385
9828,15356
9828,15352
9809,15348
9809,15356
9810,15356
9811,15356
9811,15344
9812,15362
9812,15374
9813,15366
9813,15361
9814,15356
9814,15352
9815,15352
9816,15349
9816,15356
9817,15345
9817,15354
9818,15355
9818,15352
9819,15355
9819,15349
9820,15342
9820,15352
9821,15341
9822,15407
9822,15366
9823,15349
9824,15344
9825,15342
9826,15344
9827,15362
9827,15385
9828,15349
9828,15356
9829,15352
9829,15350
9830,15365
9831,15356
9831,15350
11294,15351
9833,15342
9833,15350
9834,15359
9835,15356
9835,15355
9836,15358
9837,15414
9837,15427
9838,15354
9838,15412
9839,15345
9839,15540
9840,15400
9841,15399
9841,15345
9842,15366
9843,15358
9844,15440
9844,15345
9845,15419
9846,15358
9847,15345
9848,15511
9849,15358
9849,15361
9850,15354
9851,15511
9852,15371
9853,15351
9854,15400
9854,15349
9855,15400
9855,15349
9856,15353
9857,15343
9858,15467
9859,15574
13644,15354
9861,15574
9862,15466
9862,15345
9863,15343
9864,15467
9865,15574
13174,15399
9867,15381
9867,15345
9868,15351
9868,15345
9869,15356
9869,15345
9870,15345
9870,15342
9871,15376
9871,15508
9872,15352
9872,15345
9873,15351
9873,15356
9874,15345
9874,15351
9875,15365
9875,15458
9876,15358
9876,15365
9877,15342
9877,15341
9878,15376
9878,15342
9879,15351
9879,15356
9880,15351
9880,15350
9881,15408
9881,15351
9882,15410
9882,15408
9883,15341
9883,15365
9884,15510
9884,15348
9885,15345
9885,15342
9886,15352
9886,15342
9887,15381
9887,15406
9888,15462
9889,15342
9889,15389
9890,15374
9891,15345
9891,15389
9892,15345
9893,15342
9893,15389
9894,15342
9895,15389
9896,15342
9896,15389
9897,15362
9898,15349
9899,15342
9899,15389
9900,15349
9900,15428
9901,15374
9902,15374
9902,15389
9903,15362
9904,15408
9904,15424
9905,15342
9906,15342
9906,15389
9907,15342
9908,15433
9908,15389
9909,15345
9910,15342
9911,15352
9911,15342
9912,15342
9913,15374
9914,15374
9915,15342
9916,15342
9917,15354
9918,15342
9919,15342
9920,15345
9921,15389
9922,15342
9923,15374
9924,15342
9925,15345
9926,15342
9927,15358
9928,15345
9928,15389
9929,15389
9930,15342
9930,15389
9931,15342
9931,15389
9932,15356
9933,15342
9933,15389
9934,15342
9935,15345
9936,15374
9937,15345
9938,15342
9938,15389
9939,15386
9940,15362
9941,15342
14556,15362
14556,15342
9943,15385
9943,15342
9944,15342
9944,15349
9945,15355
9946,15342
9947,15355
9947,15385
9948,15342
9948,15350
9949,15351
9950,15347
9951,15350
9951,15460
9952,15342
9952,15548
9953,15406
9953,15355
9954,15341
9955,15385
9955,15460
9956,15346
9957,15342
9957,15359
9958,15348
9959,15355
9960,15346
9961,15345
9961,15356
9962,15342
9963,15348
9963,15355
9964,15346
9965,15341
9966,15342
9967,15348
9968,15409
9969,15346
9970,15359
9970,15368
9971,15342
9972,15366
9972,15365
9973,15346
9974,15341
9974,15370
9975,15393
9975,15465
9976,15341
9977,15362
9977,15342
9978,15346
9978,15349
9979,15346
9980,15346
9980,15347
9981,15406
9981,15385
9982,15413
9982,15409
9983,15342
9984,15406
9984,15350
9985,15351
9986,15341
9986,15342
9987,15345
9988,15342
9988,15368
9989,15345
9989,15351
9990,15408
9990,15341
9991,15351
9992,15409
9993,15342
9994,15342
9995,15352
9996,15355
9997,15355
9998,15355
9998,15342
9999,15358
10000,15346
10001,15385
10002,15409
10002,15346
10003,15346
10004,15346
10005,15355
10006,15351
10007,15341
10008,15344
10009,15346
10010,15342
10011,15342
10012,15359
10012,15368
10013,15385
10013,15345
10014,15349
10015,15348
10016,15342
10016,15355
10017,15346
10018,15346
10019,15342
10020,15408
10021,15374
10021,15344
10022,15346
10023,15342
10024,15346
10025,15355
10026,15341
10026,15350
10027,15351
10027,15350
10028,15342
10029,15346
10030,15354
10030,15348
10031,15346
10031,15368
10032,15342
10032,15352
10033,15346
10034,15347
10035,15355
10035,15388
10036,15342
10037,15348
10038,15391
10038,15354
10039,15347
11901,15380
11901,15368
10041,15346
10041,15368
10042,15342
10042,15347
10043,15341
10043,15342
10044,15359
10044,15347
10045,15342
10046,15498
10046,15342
10047,15354
10048,15344
10049,15342
10050,15342
10051,15346
10052,15370
10052,15385
10053,15354
10053,15350
10054,15356
10054,15362
10055,15345
10055,15342
10056,15342
10056,15460
10057,15341
10058,15342
10058,15346
10059,15342
10060,15355
10060,15359
10061,15341
10062,15351
10063,15342
10063,15346
10064,15399
10064,15360
10065,15352
10066,15346
10067,15346
10068,15342
10069,15352
10070,15362
10071,15355
10071,15342
10072,15356
10073,15345
10074,15342
10074,15406
10075,15365
10076,15342
10077,15355
10077,15342
10078,15355
10078,15342
10079,15358
10080,15406
10081,15354
10082,15346
10083,15355
10083,15346
10084,15356
10085,15346
10085,15359
10086,15354
10086,15342
